,Bowler,Country,No. of Matches Bowled In,Total Wickets,Total Balls Bowled,Total Runs Conceded,Bowling Average,Economy Rate,Strike Rate,Balls Bowled per Match,Wickets per Match
1571,RAS Lakmal,Sri Lanka,11,8,208,330,41.25,9.519230769,26,18.90909091,0.727272727
1572,RD Atangana,Cameroon,2,1,48,47,47,5.875,48,24,0.5
1573,RD Berrington,Scotland,31,20,418,544,27.2,7.80861244,20.9,13.48387097,0.64516129
1574,RD Chahar,India,6,6,132,167,27.83333333,7.590909091,22,22,1
1575,RDB Ahir,Panama,4,5,79,89,17.8,6.759493671,15.8,19.75,1.25
1576,RDM Leverock,Bermuda,1,0,24,22,0,5.5,0,24,0
1577,RE van der Merwe,Netherlands/South Africa,48,49,949,1008,20.57142857,6.373024236,19.36734694,19.77083333,1.020833333
1578,RG Aga,Kenya,14,13,196,185,14.23076923,5.663265306,15.07692308,14,0.928571429
1579,RG Mukasa,Uganda,2,0,42,40,0,5.714285714,0,21,0
1580,RG Sharma,India,9,1,68,113,113,9.970588235,68,7.555555556,0.111111111
1581,RGA Amah,Cameroon,1,0,12,19,0,9.5,0,12,0
1582,RJ Akram,Philippines,1,0,12,11,0,5.5,0,12,0
1583,RJ Campbell,Hong Kong,3,2,60,68,34,6.8,30,20,0.666666667
1584,RJ Gleeson,England,6,9,126,187,20.77777778,8.904761905,14,21,1.5
1585,RJ Harris,Australia,2,3,46,55,18.33333333,7.173913043,15.33333333,23,1.5
1586,RJ Hatchman,Gibraltar,11,4,156,320,80,12.30769231,39,14.18181818,0.363636364
1587,RJ Kirtley,England,1,0,6,17,0,17,0,6,0
1588,RJ Nicol,New Zealand,13,4,123,167,41.75,8.146341463,30.75,9.461538462,0.307692308
1589,RJ Peterson,South Africa,19,22,359,451,20.5,7.537604457,16.31818182,18.89473684,1.157894737
1590,RJ Ranpura,Oman,2,3,36,32,10.66666667,5.333333333,12,18,1.5
1591,RJ Sidebottom,England,16,20,334,397,19.85,7.131736527,16.7,20.875,1.25
1592,RJ Trott,Bermuda,13,16,264,291,18.1875,6.613636364,16.5,20.30769231,1.230769231
1593,RJG Palmer,Jersey,6,4,102,98,24.5,5.764705882,25.5,17,0.666666667
1594,RJW Topley,England,21,22,463,640,29.09090909,8.293736501,21.04545455,22.04761905,1.047619048
1595,RK Kiseto,Tanzania,11,11,210,254,23.09090909,7.257142857,19.09090909,19.09090909,1
1596,RK Kleinveldt,South Africa,6,9,122,173,19.22222222,8.508196721,13.55555556,20.33333333,1.5
1597,RK Paudel,Nepal,1,1,5,2,2,2.4,5,5,1
1598,RL Bhudia,Kenya,3,0,44,78,0,10.63636364,0,14.66666667,0
1599,RL Chase,West Indies,8,5,158,181,36.2,6.873417722,31.6,19.75,0.625
1600,RLB Rambukwella,Sri Lanka,2,1,39,46,46,7.076923077,39,19.5,0.5
1601,RM Haq,Scotland,12,17,276,302,17.76470588,6.565217391,16.23529412,23,1.416666667
1602,RM Hira,New Zealand,12,9,230,313,34.77777778,8.165217391,25.55555556,19.16666667,0.75
1603,RM Koda,Indonesia,5,5,78,72,14.4,5.538461538,15.6,15.6,1
1604,RM West,Ireland,5,3,114,142,47.33333333,7.473684211,38,22.8,0.6
1605,RML Taylor,Scotland,8,4,126,174,43.5,8.285714286,31.5,15.75,0.5
1606,RMS Eranga,Sri Lanka,2,2,48,67,33.5,8.375,24,24,1
1607,RN Lewis,West Indies,1,0,6,9,0,9,0,6,0
1608,RN Patel,Kenya,4,4,32,34,8.5,6.375,8,8,1
1609,RN ten Doeschate,Netherlands,7,10,138,174,17.4,7.565217391,13.8,19.71428571,1.428571429
1610,RP Burl,Zimbabwe,42,38,661,809,21.28947368,7.343419062,17.39473684,15.73809524,0.904761905
1611,RP Meredith,Australia,5,8,113,188,23.5,9.982300885,14.125,22.6,1.6
1612,RP Mitchell,Bahamas,4,3,96,143,47.66666667,8.9375,32,24,0.75
1613,RP Singh,India,8,14,174,202,14.42857143,6.965517241,12.42857143,21.75,1.75
1614,RR Behera,United States of America,1,0,6,5,0,5,0,6,0
1615,RR Emrit,West Indies,4,4,96,156,39,9.75,24,24,1
1616,RR Hendricks,South Africa,1,0,6,21,0,21,0,6,0
1617,RR Joshi,Canada,3,3,48,41,13.66666667,5.125,16,16,1
1618,RR Patel,Kenya,23,21,377,345,16.42857143,5.49071618,17.95238095,16.39130435,0.913043478
1619,RR Sarwan,West Indies,1,2,12,10,5,5,6,12,2
1620,RR Watson,Scotland,3,3,42,58,19.33333333,8.285714286,14,14,1
1621,RS Bopara,England,20,16,310,374,23.375,7.238709677,19.375,15.5,0.8
1622,RSK Samson,Vanuatu,1,2,12,14,7,7,6,12,2
1623,RT Lyons,Scotland,1,1,24,26,26,6.5,24,24,1
1624,RTM Mendis,Sri Lanka,2,1,24,22,22,5.5,24,12,0.5
1625,RW Price,Zimbabwe,12,8,273,326,40.75,7.164835165,34.125,22.75,0.666666667
1626,Raag Kapur,Hong Kong,5,3,72,90,30,7.5,24,14.4,0.6
1627,Raaz Mohammad,Finland,13,11,222,259,23.54545455,7,20.18181818,17.07692308,0.846153846
1628,Rafaqat Ali,Norway,1,0,6,25,0,25,0,6,0
1629,Rafiullah,Oman,7,10,120,183,18.3,9.15,12,17.14285714,1.428571429
1630,Rahel Khan,Sweden,2,1,24,30,30,7.5,24,12,0.5
1631,Rahman Ademi,Serbia,3,1,42,57,57,8.142857143,42,14,0.333333333
1632,Rahmatullah Mangal,France,17,20,319,338,16.9,6.357366771,15.95,18.76470588,1.176470588
1633,Raja Adeel,Spain,19,18,384,364,20.22222222,5.6875,21.33333333,20.21052632,0.947368421
1634,Rakibul Hasan,Italy,4,5,84,94,18.8,6.714285714,16.8,21,1.25
1635,Ramanjot Singh,Slovenia,2,0,18,31,0,10.33333333,0,9,0
1636,Rashid Khan,Afghanistan/Nepal/ICC World XI,82,124,1874,1920,15.48387097,6.147278549,15.11290323,22.85365854,1.512195122
1637,Ravi Bishnoi,India,13,20,304,365,18.25,7.203947368,15.2,23.38461538,1.538461538
1638,Ravinderpal Singh,Canada,2,2,7,14,7,12,3.5,3.5,1
1639,Raza Hasan,Pakistan,9,9,204,188,20.88888889,5.529411765,22.66666667,22.66666667,1
1640,Raza Iqbal,Norway,16,18,330,294,16.33333333,5.345454545,18.33333333,20.625,1.125
1641,Raza-ur-Rehman,Canada,3,2,54,58,29,6.444444444,27,18,0.666666667
1642,Razmal Shigiwal,Austria,1,0,18,19,0,6.333333333,0,18,0
1643,Rehan Ahmed,England,2,1,30,37,37,7.4,30,15,0.5
1644,Riaz Afridi,Czech Republic,1,0,12,20,0,10,0,12,0
1645,Riazat Ali Shah,Uganda,32,28,574,688,24.57142857,7.191637631,20.5,17.9375,0.875
1646,Rishad Hossain,Bangladesh,1,1,18,19,19,6.333333333,18,18,1
1647,Ritik Tomar,Czech Republic,12,7,180,254,36.28571429,8.466666667,25.71428571,15,0.583333333
1648,Riyaz Kajalwala,Cyprus,1,0,3,14,0,28,0,3,0
1649,Rizwan Butt,Bahrain,15,22,330,442,20.09090909,8.036363636,15,22,1.466666667
1650,Rizwan Cheema,Canada,9,5,168,216,43.2,7.714285714,33.6,18.66666667,0.555555556
1651,Rizwan Haider,Malaysia,13,17,234,271,15.94117647,6.948717949,13.76470588,18,1.307692308
1652,Robert Raina,Thailand,4,7,60,41,5.857142857,4.1,8.571428571,15,1.75
1653,Robiul Islam,Bangladesh,1,0,6,13,0,13,0,6,0
1654,Robiul Khan,Spain,1,0,18,26,0,8.666666667,0,18,0
1655,Rohan Bhavesh Patel,Bulgaria,4,4,66,81,20.25,7.363636364,16.5,16.5,1
1656,Rohan Mustafa,United Arab Emirates,51,50,992,1165,23.3,7.046370968,19.84,19.45098039,0.980392157
1657,Rokhan Barakzai,Afghanistan,1,2,18,21,10.5,7,9,18,2
1658,Rubel Hossain,Bangladesh,27,28,579,916,32.71428571,9.492227979,20.67857143,21.44444444,1.037037037
1659,Rumman Raees,Pakistan,8,8,173,220,27.5,7.630057803,21.625,21.625,1
1660,S Arachchige,Italy,2,2,24,26,13,6.5,12,12,1
1661,S Aravind,India,1,1,22,44,44,12,22,22,1
1662,S Badree,West Indies/ICC World XI,46,45,1026,1052,23.37777778,6.152046784,22.8,22.30434783,0.97826087
1663,S Bau,Papua New Guinea,17,5,192,198,39.6,6.1875,38.4,11.29411765,0.294117647
1664,S Bhari,Nepal,8,8,150,185,23.125,7.4,18.75,18.75,1
1665,S Biko,Kenya,2,1,36,33,33,5.5,36,18,0.5
1666,S Bodha,Gibraltar,15,10,239,366,36.6,9.188284519,23.9,15.93333333,0.666666667
1667,S Chaudhary,Czech Republic,2,2,24,36,18,9,12,12,1
1668,S Conteh,Sierra Leone,12,14,216,179,12.78571429,4.972222222,15.42857143,18,1.166666667
1669,S Crowie,St Helena,2,3,39,41,13.66666667,6.307692308,13,19.5,1.5
1670,S Davizi,Czech Republic,7,5,96,140,28,8.75,19.2,13.71428571,0.714285714
1671,S Desungnoen,Thailand,5,2,60,68,34,6.8,30,12,0.4
1672,S Dhakal,Nepal,2,1,36,55,55,9.166666667,36,18,0.5
1673,S Dhaniram,Canada,2,1,36,31,31,5.166666667,36,18,0.5
1674,S Draunivudi,Fiji,2,0,30,52,0,10.4,0,15,0
1675,S Dube,India,11,4,129,212,53,9.860465116,32.25,11.72727273,0.363636364
1676,S Franklin,Switzerland,2,0,24,37,0,9.25,0,12,0
1677,S Gasteratos,Greece,2,4,30,16,4,3.2,7.5,15,2
1678,S Hongsi,Thailand,2,1,18,35,35,11.66666667,18,9,0.5
1679,S Kamate,Mali,1,0,12,23,0,11.5,0,12,0
1680,S Kaul,India,3,4,58,84,21,8.689655172,14.5,19.33333333,1.333333333
1681,S Kollery,Botswana,1,0,12,15,0,7.5,0,12,0
1682,S Koppolu,Slovenia,1,0,6,12,0,12,0,6,0
1683,S Kubheka,Swaziland,3,0,24,42,0,10.5,0,8,0
1684,S Kushretha,Luxembourg,7,12,156,168,14,6.461538462,13,22.28571429,1.714285714
1685,S Lamichhane,Nepal/ICC World XI,41,75,929,977,13.02666667,6.310010764,12.38666667,22.65853659,1.829268293
1686,S Mahmood,England,10,6,216,378,63,10.5,36,21.6,0.6
1687,S Matsikenyeri,Zimbabwe,2,0,10,13,0,7.8,0,5,0
1688,S Muniandy,Malaysia,34,29,590,914,31.51724138,9.294915254,20.34482759,17.35294118,0.852941176
1689,S Nadigotla,Romania,4,4,62,71,17.75,6.870967742,15.5,15.5,1
1690,S Nsubuga,Uganda,10,11,181,190,17.27272727,6.298342541,16.45454545,18.1,1.1
1691,S Ogundipe,Nigeria,3,1,36,25,25,4.166666667,36,12,0.333333333
1692,S Pradhan,Bhutan,10,9,168,158,17.55555556,5.642857143,18.66666667,16.8,0.9
1693,S Prasanna,Sri Lanka,18,10,300,359,35.9,7.18,30,16.66666667,0.555555556
1694,S Ramakrishnan,Czech Republic,2,0,24,46,0,11.5,0,12,0
1695,S Randiv,Sri Lanka,7,7,126,139,19.85714286,6.619047619,18,18,1
1696,S Ravichandran,Japan,10,6,201,193,32.16666667,5.76119403,33.5,20.1,0.6
1697,S Ravoka,Fiji,5,7,120,128,18.28571429,6.4,17.14285714,24,1.4
1698,S Rengarajan,Czech Republic,1,1,18,29,29,9.666666667,18,18,1
1699,S Rossi,Argentina,4,2,90,112,56,7.466666667,45,22.5,0.5
1700,S Rukmal,Seychelles,2,0,36,51,0,8.5,0,18,0
1701,S Saeed,Maldives,2,1,30,33,33,6.6,30,15,0.5
1702,S Sandeep Warrier,India,1,0,18,23,0,7.666666667,0,18,0
1703,S Sengupta,Czech Republic,5,3,96,158,52.66666667,9.875,32,19.2,0.6
1704,S Shrivastava,Oman,4,5,60,71,14.2,7.1,12,15,1.25
1705,S Singh,Kenya,1,0,6,8,0,8,0,6,0
1706,S Snater,Netherlands,12,13,209,337,25.92307692,9.674641148,16.07692308,17.41666667,1.083333333
1707,S Sola,Samoa,5,4,117,116,29,5.948717949,29.25,23.4,0.8
1708,S Sreesanth,India,8,7,180,259,37,8.633333333,25.71428571,22.5,0.875
1709,S Tarawally,Sierra Leone,6,1,114,118,118,6.210526316,114,19,0.166666667
1710,S Thakor,Tanzania,27,33,552,470,14.24242424,5.108695652,16.72727273,20.44444444,1.222222222
1711,S Thakur,Romania,4,3,72,102,34,8.5,24,18,0.75
1712,S Thanikaithasan,Denmark,5,1,64,80,80,7.5,64,12.8,0.2
1713,S Tobgay,Bhutan,1,0,24,50,0,12.5,0,24,0
1714,S Tosic,Serbia,6,2,66,111,55.5,10.09090909,33,11,0.333333333
1715,S Tyagi,India,1,0,12,21,0,10.5,0,12,0
1716,S Vashisht,Romania,20,22,397,426,19.36363636,6.438287154,18.04545455,19.85,1.1
1717,S Vats,Luxembourg,4,0,84,118,0,8.428571429,0,21,0
1718,S Veerapathiran,Bahrain,22,29,449,614,21.17241379,8.204899777,15.48275862,20.40909091,1.318181818
1719,S Vesawkar,Nepal,2,0,30,41,0,8.2,0,15,0
1720,S Vijay Unni,Malaysia,12,15,211,188,12.53333333,5.345971564,14.06666667,17.58333333,1.25
1721,S Vijayakumar,Singapore,9,11,168,204,18.54545455,7.285714286,15.27272727,18.66666667,1.222222222
1722,S Waqas Ahmed,Norway,8,8,138,154,19.25,6.695652174,17.25,17.25,1
1723,S Weleilakeba,Fiji,2,0,18,33,0,11,0,9,0
1724,S Wickramasekara,Czech Republic,19,16,329,392,24.5,7.14893617,20.5625,17.31578947,0.842105263
1725,S Williams,Sierra Leone,10,6,168,158,26.33333333,5.642857143,28,16.8,0.6
1726,S Yeshi,Bhutan,6,1,96,106,106,6.625,96,16,0.166666667
1727,S di Bartolomeo,Italy,3,5,60,56,11.2,5.6,12,20,1.666666667
1728,SA Abbott,Australia,9,5,138,189,37.8,8.217391304,27.6,15.33333333,0.555555556
1729,SA Ahmad,Denmark,23,24,420,386,16.08333333,5.514285714,17.5,18.26086957,1.043478261
1730,SA Jumbe,Tanzania,26,23,418,557,24.2173913,7.995215311,18.17391304,16.07692308,0.884615385
1731,SA Mohandas,Hungary,14,16,288,381,23.8125,7.9375,18,20.57142857,1.142857143
1732,SA Okpe,Nigeria,17,21,276,237,11.28571429,5.152173913,13.14285714,16.23529412,1.235294118
1733,SB Styris,New Zealand,20,15,285,316,21.06666667,6.652631579,19,14.25,0.75
1734,SC Getkate,Ireland,19,15,300,402,26.8,8.04,20,15.78947368,0.789473684
1735,SC Kuggeleijn,New Zealand,14,14,281,402,28.71428571,8.583629893,20.07142857,20.07142857,1
1736,SC Meaker,England,2,2,47,70,35,8.936170213,23.5,23.5,1
1737,SC Williams,Zimbabwe,61,37,1026,1181,31.91891892,6.906432749,27.72972973,16.81967213,0.606557377
1738,SCJ Broad,England,51,60,1095,1369,22.81666667,7.501369863,18.25,21.47058824,1.176470588
1739,SD Parry,England,5,3,96,138,46,8.625,32,19.2,0.6
1740,SD Valjalo,Croatia,5,4,90,126,31.5,8.4,22.5,18,0.8
1741,SDJJ Dima,Mozambique,4,3,84,118,39.33333333,8.428571429,28,21,0.75
1742,SE Bond,New Zealand,18,22,417,501,22.77272727,7.208633094,18.95454545,23.16666667,1.222222222
1743,SE Rutherford,West Indies,2,1,36,49,49,8.166666667,36,18,0.5
1744,SF Mire,Zimbabwe,4,1,48,82,82,10.25,48,12,0.25
1745,SF Nhavotso,Mozambique,3,1,32,40,40,7.5,32,10.66666667,0.333333333
1746,SF Tiai,Samoa,5,5,119,134,26.8,6.756302521,23.8,23.8,1
1747,SG Borthwick,England,1,1,24,15,15,3.75,24,24,1
1748,SG Diaby,Mali,3,1,36,39,39,6.5,36,12,0.333333333
1749,SG Whittingham,Scotland,2,1,36,46,46,7.666666667,36,18,0.5
1750,SH Obed,Vanuatu,12,11,180,206,18.72727273,6.866666667,16.36363636,15,0.916666667
1751,SHA Rance,New Zealand,7,10,162,245,24.5,9.074074074,16.2,23.14285714,1.428571429
1752,SI Kamea,Papua New Guinea,12,13,254,314,24.15384615,7.417322835,19.53846154,21.16666667,1.083333333
1753,SI Mahmood,England,4,3,84,155,51.66666667,11.07142857,28,21,0.75
1754,SJ Benn,West Indies,23,17,480,586,34.47058824,7.325,28.23529412,20.86956522,0.739130435
1755,SJ Harmison,England,2,1,39,42,42,6.461538462,39,19.5,0.5
1756,SJ Modani,United States of America,1,0,6,2,0,2,0,6,0
1757,SJ Patel,Czech Republic,7,6,90,109,18.16666667,7.266666667,15,12.85714286,0.857142857
1758,SK Atai,Papua New Guinea,9,3,90,110,36.66666667,7.333333333,30,10,0.333333333
1759,SK Awiah,Ghana,13,17,229,265,15.58823529,6.943231441,13.47058824,17.61538462,1.307692308
1760,SK Raina,India,24,13,319,407,31.30769231,7.655172414,24.53846154,13.29166667,0.541666667
1761,SKDT Madusanka,Seychelles,4,3,48,55,18.33333333,6.875,16,12,0.75
1762,SKS Gill,Luxembourg,11,5,162,221,44.2,8.185185185,32.4,14.72727273,0.454545455
1763,SKW Kelly,Bermuda,1,0,12,11,0,5.5,0,12,0
1764,SL Clephane,Czech Republic,1,0,12,30,0,15,0,12,0
1765,SL Malinga,Sri Lanka,78,99,1692,2111,21.32323232,7.485815603,17.09090909,21.69230769,1.269230769
1766,SM Boland,Australia,3,3,66,90,30,8.181818182,22,22,1
1767,SM Curran,England,36,41,724,905,22.07317073,7.5,17.65853659,20.11111111,1.138888889
1768,SM Harwood,Australia,3,3,72,113,37.66666667,9.416666667,24,24,1
1769,SM Pollock,South Africa,10,14,219,283,20.21428571,7.753424658,15.64285714,21.9,1.4
1770,SM Sharif,Scotland,57,62,1169,1589,25.62903226,8.155688623,18.85483871,20.50877193,1.087719298
1771,SM Sharma,United Arab Emirates,2,0,30,36,0,7.2,0,15,0
1772,SM Tupou,Fiji,5,10,114,121,12.1,6.368421053,11.4,22.8,2
1773,SM Warnakulasuriya,France,8,10,132,177,17.7,8.045454545,13.2,16.5,1.25
1774,SMK Waththage,Czech Republic,13,10,258,328,32.8,7.627906977,25.8,19.84615385,0.769230769
1775,SMSM Senanayake,Sri Lanka,20,21,420,494,23.52380952,7.057142857,20,21,1.05
1776,SN Netravalkar,United States of America,16,16,315,321,20.0625,6.114285714,19.6875,19.6875,1
1777,SN Thakur,India,21,28,452,702,25.07142857,9.318584071,16.14285714,21.52380952,1.333333333
1778,SNJ O'Keefe,Australia,7,6,114,149,24.83333333,7.842105263,19,16.28571429,0.857142857
1779,SO Ngoche,Kenya,54,70,1156,1216,17.37142857,6.311418685,16.51428571,21.40740741,1.296296296
1780,SO Tikolo,Kenya,6,10,98,104,10.4,6.367346939,9.8,16.33333333,1.666666667
1781,SP Gauchan,Nepal,7,8,156,151,18.875,5.807692308,19.5,22.28571429,1.142857143
1782,SP Narine,West Indies,44,43,982,1008,23.44186047,6.15885947,22.8372093,22.31818182,0.977272727
1783,SPD Smith,Australia,16,14,273,353,25.21428571,7.758241758,19.5,17.0625,0.875
1784,SR Bhudia,Kenya,7,1,90,83,83,5.533333333,90,12.85714286,0.142857143
1785,SR Clark,Australia,9,13,216,237,18.23076923,6.583333333,16.61538462,24,1.444444444
1786,SR Patel,England,15,7,252,321,45.85714286,7.642857143,36,16.8,0.466666667
1787,SR Rocket,Seychelles,7,5,126,167,33.4,7.952380952,25.2,18,0.714285714
1788,SR Taylor,United States of America,9,6,144,112,18.66666667,4.666666667,24,16,0.666666667
1789,SR Tendulkar,India,1,1,15,12,12,4.8,15,15,1
1790,SR Thompson,Ireland,27,15,417,622,41.46666667,8.949640288,27.8,15.44444444,0.555555556
1791,SR Watson,Australia,45,44,846,1073,24.38636364,7.609929078,19.22727273,18.8,0.977777778
1792,SRMJJ Arachchilage,Cyprus,3,0,30,33,0,6.6,0,10,0
1793,SS Cottrell,West Indies,41,47,870,1208,25.70212766,8.331034483,18.5106383,21.2195122,1.146341463
1794,SS Iyer,India,1,0,2,2,0,6,0,2,0
1795,SS Pathirana,Sri Lanka,5,5,95,119,23.8,7.515789474,19,19,1
1796,SSB Magala,South Africa,6,5,120,226,45.2,11.3,24,20,0.833333333
1797,SSM Stanislaus,Malta,2,1,19,30,30,9.473684211,19,9.5,0.5
1798,ST Finn,England,20,25,468,566,22.64,7.256410256,18.72,23.4,1.25
1799,ST Gabriel,West Indies,2,3,42,56,18.66666667,8,14,21,1.5
1800,ST Jayasuriya,Sri Lanka,23,18,347,423,23.5,7.314121037,19.27777778,15.08695652,0.782608696
1801,ST de Silva,Sri Lanka,1,0,6,10,0,10,0,6,0
1802,STR Binny,India,3,1,30,54,54,10.8,30,10,0.333333333
1803,STRA de Silva,Seychelles,1,0,12,18,0,9,0,12,0
1804,SVE Bharathi,Germany,34,40,695,582,14.55,5.024460432,17.375,20.44117647,1.176470588
1805,SW Masakadza,Zimbabwe,7,4,117,211,52.75,10.82051282,29.25,16.71428571,0.571428571
1806,SW Tait,Australia,20,26,454,549,21.11538462,7.255506608,17.46153846,22.7,1.3
1807,Saad Bin Zafar,Canada,24,28,516,544,19.42857143,6.325581395,18.42857143,21.5,1.166666667
1808,Saad Nasim,Pakistan,1,0,6,12,0,12,0,6,0
1809,Sabbir Rahman,Bangladesh,8,5,67,67,13.4,6,13.4,8.375,0.625
1810,Saber Zakhil,Belgium,7,10,140,137,13.7,5.871428571,14,20,1.428571429
1811,Sabir Ali,United Arab Emirates,3,3,48,70,23.33333333,8.75,16,16,1
1812,Sachin Ganpat Shinde,Serbia,1,0,12,24,0,12,0,12,0
1813,Sachin Kumar,Bahrain,6,1,90,135,135,9,90,15,0.166666667
1814,Saeed Ahmed,Sweden,1,1,24,25,25,6.25,24,24,1
1815,Saeed Ajmal,Pakistan,59,78,1340,1425,18.26923077,6.380597015,17.17948718,22.71186441,1.322033898
1816,Sagar Pun,Nepal,6,3,105,93,31,5.314285714,35,17.5,0.5
1817,Sahel Zadran,Austria,19,18,334,451,25.05555556,8.101796407,18.55555556,17.57894737,0.947368421
1818,Sahir Naqash,Germany,27,33,465,578,17.51515152,7.458064516,14.09090909,17.22222222,1.222222222
1819,Saif Hassan,Bangladesh,1,0,1,1,0,6,0,1,0
1820,Sajad Ahmadzai,Belgium,4,6,72,85,14.16666667,7.083333333,12,18,1.5
1821,Sajedul Islam,Bangladesh,1,0,6,15,0,15,0,6,0
1822,Sajid Liaqat,Germany,4,10,94,125,12.5,7.978723404,9.4,23.5,2.5
1823,Salman Nazar,Canada,6,9,126,137,15.22222222,6.523809524,14,21,1.5
1824,Sameer Patel,Lesotho,1,0,12,22,0,11,0,12,0
1825,Sami Sohail,Malawi,8,10,137,154,15.4,6.744525547,13.7,17.125,1.25
1826,Sami Ullah,Romania,8,11,144,185,16.81818182,7.708333333,13.09090909,18,1.375
1827,Samiullah Shenwari,Afghanistan,34,24,556,595,24.79166667,6.420863309,23.16666667,16.35294118,0.705882353
1828,Sana Ullah,South Korea,3,2,52,66,33,7.615384615,26,17.33333333,0.666666667
1829,Sandeep Goud,Oman/Bahamas,9,4,85,122,30.5,8.611764706,21.25,9.444444444,0.444444444
1830,Sandeep Nair,Bulgaria,4,2,48,70,35,8.75,24,12,0.5
1831,Sandeep Sharma,India,2,1,42,73,73,10.42857143,42,21,0.5
1832,Sapan Mehta,Finland,1,0,6,9,0,9,0,6,0
1833,Saqib Naveed,Estonia,3,0,30,85,0,17,0,10,0
1834,Saqib Zulfiqar,Netherlands,2,1,24,26,26,6.5,24,12,0.5
1835,Saqlain Sajib,Bangladesh,1,0,21,40,0,11.42857143,0,21,0
1836,Saran Aslam,Denmark,3,2,42,48,24,6.857142857,21,14,0.666666667
1837,Sarawut Maliwan,Thailand,3,1,30,27,27,5.4,30,10,0.333333333
1838,Sarfaraj Patel,Lesotho,6,6,102,148,24.66666667,8.705882353,17,17,1
1839,Sarfaraz Ali,Bahrain,23,23,430,504,21.91304348,7.03255814,18.69565217,18.69565217,1
1840,Saud Munir,Denmark,13,19,274,287,15.10526316,6.284671533,14.42105263,21.07692308,1.461538462
1841,Sayed Monib,Kuwait,13,19,262,388,20.42105263,8.885496183,13.78947368,20.15384615,1.461538462
1842,Sayed Shirzad,Afghanistan,3,4,72,100,25,8.333333333,18,24,1.333333333
1843,Sazib Bhuiyan,Czech Republic,11,14,191,279,19.92857143,8.764397906,13.64285714,17.36363636,1.272727273
1844,Sazzad Hosen,Belgium,1,0,12,22,0,11,0,12,0
1845,Shadab Khan,Pakistan,85,97,1903,2235,23.04123711,7.046768261,19.6185567,22.38823529,1.141176471
1846,Shafat Ali Syed,Spain,2,5,30,34,6.8,6.8,6,15,2.5
1847,Shafiul Islam,Bangladesh,20,20,400,532,26.6,7.98,20,20,1
1848,Shagharai Sefat,Belgium,4,8,96,114,14.25,7.125,12,24,2
1849,Shahab Alam,Nepal,6,4,108,166,41.5,9.222222222,27,18,0.666666667
1850,Shahadat Hossain,Bangladesh,5,2,96,176,88,11,48,19.2,0.4
1851,Shaheen Shah Afridi,Pakistan,49,61,1095,1385,22.70491803,7.589041096,17.95081967,22.34693878,1.244897959
1852,Shaheryar Butt,Belgium,1,0,6,17,0,17,0,6,0
1853,Shahid Afridi,Pakistan/Germany/ICC World XI,92,92,2039,2289,24.88043478,6.735654733,22.16304348,22.16304348,1
1854,Shahid Arshad,Slovenia,1,0,6,17,0,17,0,6,0
1855,Shahid Mahmood,Bahrain,11,8,216,330,41.25,9.166666667,27,19.63636364,0.727272727
1856,Shahil Momin,Austria,15,11,300,323,29.36363636,6.46,27.27272727,20,0.733333333
1857,Shahnawaz Dhani,Pakistan,11,8,212,320,40,9.056603774,26.5,19.27272727,0.727272727
1858,Shahrukh Quddus,Kuwait,4,7,90,105,15,7,12.85714286,22.5,1.75
1859,Shahzeb Choudhry,Sweden,1,2,24,12,6,3,12,24,2
1860,Shaik Basha,Tanzania,2,2,18,38,19,12.66666667,9,9,1
1861,Shakerullah Safi,Denmark,2,0,18,25,0,8.333333333,0,9,0
1862,Shakib Al Hasan,Bangladesh,108,131,2373,2674,20.41221374,6.761061947,18.11450382,21.97222222,1.212962963
1863,Shamim Hossain,Bangladesh,2,0,12,11,0,5.5,0,6,0
1864,Shamsullah Ehsan,Turkey,3,3,42,66,22,9.428571429,14,14,1
1865,Shapoor Zadran,Afghanistan,33,36,641,865,24.02777778,8.096723869,17.80555556,19.42424242,1.090909091
1866,Sharafuddin Ashraf,Afghanistan,12,6,210,259,43.16666667,7.4,35,17.5,0.5
1867,Sharif Asadullah,United Arab Emirates,1,2,18,21,10.5,7,9,18,2
1868,Shariz Ahmad,Netherlands,9,6,132,154,25.66666667,7,22,14.66666667,0.666666667
1869,Sheikh Rasik,Hungary,2,2,30,23,11.5,4.6,15,15,1
1870,Sher Sahak,Norway,5,4,52,68,17,7.846153846,13,10.4,0.8
1871,Sheraz Sheikh,Belgium,8,8,97,106,13.25,6.556701031,12.125,12.125,1
1872,Shiraz Khan,Kuwait,19,14,384,426,30.42857143,6.65625,27.42857143,20.21052632,0.736842105
1873,Shivam Mavi,India,6,7,84,123,17.57142857,8.785714286,12,14,1.166666667
1874,Shoaib Akhtar,Pakistan,14,17,301,421,24.76470588,8.392026578,17.70588235,21.5,1.214285714
1875,Shoaib Ali,Saudi Arabia,1,1,24,23,23,5.75,24,24,1
1876,Shoaib Malik,Pakistan/ICC World XI,46,24,510,626,26.08333333,7.364705882,21.25,11.08695652,0.52173913
1877,Shohidul Islam,Bangladesh,1,1,23,33,33,8.608695652,23,23,1
1878,Shoriful Islam,Bangladesh,30,33,595,838,25.39393939,8.450420168,18.03030303,19.83333333,1.1
1879,Shunan Ali,Maldives,1,0,6,8,0,8,0,6,0
1880,Shuvagata Hom,Bangladesh,4,2,66,71,35.5,6.454545455,33,16.5,0.5
1881,Sidhant Singh,Singapore,8,5,138,216,43.2,9.391304348,27.6,17.25,0.625
